
;;12/3/2024 9:41:05 PM;150.8154;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.56;0;0.3193073;0.3330214;0.3403752;0.6292652;0.617697;0.6054251;0;0;0;0;0;0;;0.0004999936;0.0011009;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.54;0;0.3237073;0.3335214;0.3403752;0.6389698;0.6146429;0.6010758;0;0;0;0;0;0;;0.004400015;0.01138795;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.54;0;0.3193073;0.3366214;0.3403752;0.6249102;0.6197994;0.5991912;0;0;0;0;0;0;;0.003100008;0.00678878;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.56;0;0.3193073;0.3317214;0.3403752;0.6308513;0.6169243;0.6076889;0;0;0;0;0;0;;0.001800001;0.00397106;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.58;0;0.3211073;0.3335214;0.3403752;0.6329021;0.616625;0.6031355;0;0;0;0;0;0;;0.001800001;0.004680648;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.54;0;0.3196608;0.3331678;0.3403752;0.6299238;0.617515;0.6048918;0;0;0;0;0;0;;0.0004999881;0.001394658;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.6;0;0.324257;0.3384711;0.3403752;0.6342507;0.6171669;0.5920768;0;0;0;0;0;0;;0.007000002;0.0137006;2;;;;;;;
;;12/3/2024 9:41:05 PM;150.8154;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.56;0;0.316196;0.3366326;0.3403752;0.6174824;0.6221299;0.6016226;0;0;0;0;0;0;;0.004400005;0.01227187;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.54;0;0.3193073;0.3405214;0.3403752;0.6202534;0.622017;0.5924946;0;0;0;0;0;0;;0.006999999;0.0152414;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.56;0;0.3198073;0.3335214;0.3403752;0.6298399;0.6176129;0.604162;0;0;0;0;0;0;;0.0004999936;0.001303278;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.58;0;0.3250073;0.3335214;0.3403752;0.6419761;0.6136489;0.6000426;0;0;0;0;0;0;;0.005699992;0.01471851;2;;;;;;;
;;12/3/2024 9:41:05 PM;150.8154;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.56;0;0.3189538;0.3338749;0.3403752;0.6273897;0.6184682;0.604221;0;0;0;0;0;0;;0.0004999881;0.001394638;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.52;0;0.3180345;0.3322486;0.3403752;0.6271811;0.6182083;0.6077711;0;0;0;0;0;0;;0.001800008;0.003544091;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.56;0;0.3193073;0.3335214;0.3403752;0.628657;0.6179923;0.6045562;0;0;0;0;0;0;;0;0;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.6;0;0.3180345;0.3322486;0.3403752;0.6271811;0.6182083;0.6077711;0;0;0;0;0;0;;0.001800008;0.003544091;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.58;0;0.3152768;0.3375519;0.3403752;0.6141707;0.6233311;0.6007628;0;0;0;0;0;0;;0.005699982;0.01589795;2;;;;;;;
;;12/3/2024 9:41:05 PM;150.8154;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.56;0;0.3198073;0.3335214;0.3403752;0.6298399;0.6176129;0.604162;0;0;0;0;0;0;;0.0004999936;0.001303278;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.6199999;0;0.3263073;0.3335214;0.3403752;0.6449642;0.6126527;0.599007;0;0;0;0;0;0;;0.006999999;0.01803413;2;;;;;;;
;;12/3/2024 9:41:05 PM;150.8154;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.58;0;0.3136073;0.3335214;0.3403752;0.6149644;0.6222969;0.6090269;0;0;0;0;0;0;;0.005699992;0.01503344;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.6;0;0.3233378;0.3294909;0.3403752;0.6430651;0.6124607;0.6084109;0;0;0;0;0;0;;0.005699982;0.01590754;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.56;0;0.3149073;0.3335214;0.3403752;0.6181217;0.6213185;0.608011;0;0;0;0;0;0;;0.004400015;0.01157553;2;;;;;;;
;;12/3/2024 9:41:05 PM;150.8154;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.58;0;0.3123073;0.3335214;0.3403752;0.6117863;0.6232733;0.6100407;0;0;0;0;0;0;;0.006999999;0.01850918;2;;;;;;;
;;12/3/2024 9:41:05 PM;0.52;0;0.3214993;0.3357134;0.3403752;0.6311625;0.6176239;0.5990254;0;0;0;0;0;0;;0.003099985;0.006083009;2;;;;;;;
